match_id,round,timestamp,event_type,details
match_452e956ebb,1,66,RoundStart,Round 1 started (freeze time)
match_452e956ebb,1,571,ItemPickup,Player Cardoso bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_452e956ebb,1,672,ItemPickup,Player Kerchak bought Smoke Grenade [finalMoney(after)=500 cost=300]
match_452e956ebb,1,684,ItemPickup,Player Kerchak bought Flashbang [finalMoney(after)=300 cost=200]
match_452e956ebb,1,694,ItemPickup,Player Kerchak bought HE Grenade [finalMoney(after)=0 cost=300]
match_452e956ebb,1,837,ItemPickup,Player zarpante bought HE Grenade [finalMoney(after)=500 cost=300]
match_452e956ebb,1,860,ItemPickup,Player .coNxx bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_452e956ebb,1,934,ItemPickup,Player zarpante bought Incendiary Grenade [finalMoney(after)=0 cost=500]
match_452e956ebb,1,1054,ItemPickup,Player C4N bought Smoke Grenade [finalMoney(after)=500 cost=300]
match_452e956ebb,1,1070,ItemPickup,Player C4N bought Flashbang [finalMoney(after)=300 cost=200]
match_452e956ebb,1,1144,ItemPickup,Player C4N bought P250 [finalMoney(after)=0 cost=300]
match_452e956ebb,1,1344,ItemPickup,Player DAYI bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_452e956ebb,1,1409,ItemPickup,Player CeroNim07 bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_452e956ebb,1,1470,ItemPickup,Player CeroNim07 picked_up C4 [finalMoney(after)=150 cost=0]
match_452e956ebb,1,1669,ItemPickup,Player deiff bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_452e956ebb,1,1724,ItemPickup,Player kamelriddarn bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_452e956ebb,1,1761,FreezeTimeEnded,"Round 1: freeze time ended, action begins!"
match_452e956ebb,1,2067,WeaponFire,Player Aolz fired Knife (speed=481.72)
match_452e956ebb,1,2099,WeaponFire,Player Aolz fired Knife (speed=493.25)
match_452e956ebb,1,2201,WeaponFire,Player Aolz fired Knife (speed=471.77)
match_452e956ebb,1,2243,WeaponFire,Player Cardoso fired Knife (speed=505.65)
match_452e956ebb,1,2259,WeaponFire,Player zarpante fired HE Grenade (speed=464.43)
match_452e956ebb,1,2262,WeaponFire,Player Aolz fired Knife (speed=480.83)
match_452e956ebb,1,2368,WeaponFire,Player Aolz fired Knife (speed=682.24)
match_452e956ebb,1,2409,WeaponFire,Player Kerchak fired Smoke Grenade (speed=206.60)
match_452e956ebb,1,2427,WeaponFire,Player C4N fired Flashbang (speed=141.04)
match_452e956ebb,1,2568,WeaponFire,Player DAYI fired Glock-18 (speed=479.07)
